customer_unique_id,recency,frequency,monetary,r_score,f_score,m_score,segment
usr_024722,81,2,314.7,4,3,2,Promising/Active
usr_001798,71,4,3208.86,4,5,5,Champions
usr_023248,182,1,51.76,3,1,1,Promising/Active
usr_015095,18,2,364.72,5,3,3,Loyal Customers
usr_038613,182,1,86.92,3,1,1,Promising/Active
usr_022068,182,1,18.93,3,1,1,Promising/Active
usr_011025,178,2,733.86,3,3,3,Loyal Customers
usr_029554,182,1,73.05,3,1,1,Promising/Active
usr_020743,182,1,448.71,3,1,3,Promising/Active
usr_024793,182,1,277.8,3,1,2,Promising/Active
usr_019775,182,1,552.19,3,1,3,Promising/Active
usr_036736,182,1,263.91,3,1,2,Promising/Active
usr_027801,182,1,114.01,3,1,1,Promising/Active
usr_012576,182,1,1091.08,3,1,4,Promising/Active
usr_031736,182,1,53.3,3,1,1,Promising/Active
usr_035759,182,1,515.71,3,1,3,Promising/Active
usr_016299,181,1,1036.53,3,1,4,Promising/Active
usr_038995,181,1,85.4,3,1,1,Promising/Active
usr_021107,181,1,1091.08,3,1,4,Promising/Active
usr_030026,181,1,139.97,3,1,2,Promising/Active
usr_011272,181,1,58.75,3,1,1,Promising/Active
usr_011546,181,1,927.42,3,1,4,Promising/Active
usr_020917,23,2,293.96,5,3,2,Promising/Active
usr_031488,181,1,616.15,3,1,3,Promising/Active
usr_030684,181,1,99.4,3,1,1,Promising/Active
usr_034822,62,2,422.14,4,3,3,Loyal Customers
usr_005468,181,1,159.82,3,1,2,Promising/Active
usr_022682,181,1,64.86,3,1,1,Promising/Active
usr_026576,42,2,144.97,4,3,2,Promising/Active
usr_006726,181,1,527.96,3,1,3,Promising/Active
usr_033697,181,1,611.13,3,1,3,Promising/Active
usr_018250,14,3,865.41,5,4,4,Champions
usr_027706,181,1,613.84,3,1,3,Promising/Active
usr_029745,181,1,129.72,3,1,2,Promising/Active
usr_010824,79,3,439.42,4,4,3,Loyal Customers
usr_035471,181,1,64.86,3,1,1,Promising/Active
usr_032007,181,1,145.62,3,1,2,Promising/Active
usr_035672,181,1,1091.08,3,1,4,Promising/Active
usr_017287,7,2,335.02,5,3,2,Promising/Active
usr_036667,181,1,601.01,3,1,3,Promising/Active
usr_016255,160,2,710.97,3,3,3,Loyal Customers
usr_007855,180,1,277.8,3,1,2,Promising/Active
usr_015251,180,1,1036.53,3,1,4,Promising/Active
usr_029152,32,2,312.56,4,3,2,Promising/Active
usr_015518,180,1,1342.72,3,1,4,Promising/Active
usr_015129,11,2,102.7,5,3,1,Promising/Active
usr_013383,41,2,192.85,4,3,2,Promising/Active
usr_039741,180,1,421.12,3,1,3,Promising/Active
usr_010470,180,1,447.58,3,1,3,Promising/Active
usr_009024,180,1,45.77,3,1,1,Promising/Active
usr_036885,180,1,134.89,3,1,2,Promising/Active
usr_019581,60,2,1122.85,4,3,4,Loyal Customers
usr_007815,66,2,361.07,4,3,2,Promising/Active
usr_003923,180,1,528.56,3,1,3,Promising/Active
usr_004743,180,1,1091.08,3,1,4,Promising/Active
usr_012917,163,2,556.56,3,3,3,Loyal Customers
usr_029422,180,1,462.36,3,1,3,Promising/Active
usr_008711,180,1,68.12,3,1,1,Promising/Active
usr_013678,180,1,499.77,3,1,3,Promising/Active
usr_033450,180,1,1091.08,3,1,4,Promising/Active
usr_009806,63,2,2366.23,4,3,5,Loyal Customers
usr_026386,180,1,65.56,3,1,1,Promising/Active
usr_015430,36,3,1455.76,4,4,5,Champions
usr_033292,180,1,367.88,3,1,3,Promising/Active
usr_026782,180,1,95.79,3,1,1,Promising/Active
usr_023279,180,1,30.64,3,1,1,Promising/Active
usr_005226,16,3,369.37,5,4,3,Loyal Customers
usr_006838,25,2,127.18,5,3,2,Promising/Active
usr_025932,180,1,185.6,3,1,2,Promising/Active
usr_008344,81,2,358.91,4,3,2,Promising/Active
usr_019068,180,1,61.91,3,1,1,Promising/Active
usr_022215,180,1,61.44,3,1,1,Promising/Active
usr_019363,179,1,183.49,3,1,2,Promising/Active
usr_016115,179,1,49.49,3,1,1,Promising/Active
usr_027572,179,1,36.47,3,1,1,Promising/Active
usr_012267,157,2,648.85,3,3,3,Loyal Customers
usr_028479,179,1,365.61,3,1,3,Promising/Active
usr_008873,179,1,67.13,3,1,1,Promising/Active
usr_029847,179,1,185.79,3,1,2,Promising/Active
usr_025005,179,1,927.42,3,1,4,Promising/Active
usr_017047,94,2,241.27,4,3,2,Promising/Active
usr_009394,11,2,144.21,5,3,2,Promising/Active
usr_004249,179,1,924.3,3,1,4,Promising/Active
usr_037826,179,1,134.77,3,1,2,Promising/Active
usr_030456,179,1,180.75,3,1,2,Promising/Active
usr_004830,26,3,2301.06,5,4,5,Champions
usr_012953,179,1,897.57,3,1,4,Promising/Active
usr_030059,179,1,49.83,3,1,1,Promising/Active
usr_022784,179,1,36.5,3,1,1,Promising/Active
usr_022121,179,1,162.73,3,1,2,Promising/Active
usr_030367,179,1,100.15,3,1,1,Promising/Active
usr_027990,68,2,663.57,4,3,3,Loyal Customers
usr_008992,179,1,145.4,3,1,2,Promising/Active
usr_038445,179,1,-583.58,3,1,1,Promising/Active
usr_016713,6,4,1233.29,5,5,4,Champions
usr_022755,179,1,70.49,3,1,1,Promising/Active
usr_015302,179,1,444.6,3,1,3,Promising/Active
usr_006665,179,1,837.74,3,1,4,Promising/Active
usr_026289,179,1,192.99,3,1,2,Promising/Active
usr_010914,21,2,231.5,5,3,2,Promising/Active
usr_038740,0,2,1259.77,5,3,4,Loyal Customers
usr_015421,179,1,258.2,3,1,2,Promising/Active
usr_036725,179,1,70.94,3,1,1,Promising/Active
usr_011385,53,2,993.52,4,3,4,Loyal Customers
usr_002785,0,2,345.56,5,3,2,Promising/Active
usr_021063,179,1,58.99,3,1,1,Promising/Active
usr_024623,17,2,1350.98,5,3,4,Loyal Customers
usr_031793,179,1,897.05,3,1,4,Promising/Active
usr_014701,132,2,1125.61,3,3,4,Loyal Customers
usr_022373,178,1,981.97,3,1,4,Promising/Active
usr_018754,178,1,124.1,3,1,1,Promising/Active
usr_013280,178,1,277.8,3,1,2,Promising/Active
usr_009000,178,1,91.5,3,1,1,Promising/Active
usr_027346,28,2,301.21,5,3,2,Promising/Active
usr_009991,178,1,26.04,3,1,1,Promising/Active
usr_003847,32,2,625.41,4,3,3,Loyal Customers
usr_035491,178,1,976.42,3,1,4,Promising/Active
usr_021553,45,2,544.47,4,3,3,Loyal Customers
usr_009390,178,1,222.69,3,1,2,Promising/Active
usr_028102,77,3,872.87,4,4,4,Champions
usr_026650,178,1,130.42,3,1,2,Promising/Active
usr_021367,178,1,72.84,3,1,1,Promising/Active
usr_024308,178,1,555.75,3,1,3,Promising/Active
usr_010456,178,1,62.26,3,1,1,Promising/Active
usr_011061,178,1,389.6,3,1,3,Promising/Active
usr_022204,178,1,52.65,3,1,1,Promising/Active
usr_011719,178,1,205.7,3,1,2,Promising/Active
usr_031894,35,2,1078.23,4,3,4,Loyal Customers
usr_012706,178,1,185.6,3,1,2,Promising/Active
usr_008866,178,1,176.32,3,1,2,Promising/Active
usr_015480,178,1,298.65,3,1,2,Promising/Active
usr_024387,28,3,161.94,5,4,2,Promising/Active
usr_037808,61,2,304.17,4,3,2,Promising/Active
usr_031364,178,1,591.36,3,1,3,Promising/Active
usr_031355,178,1,21.08,3,1,1,Promising/Active
usr_035381,110,2,1215.18,3,3,4,Loyal Customers
usr_011956,94,3,906.93,4,4,4,Champions
usr_035154,178,1,394.17,3,1,3,Promising/Active
usr_014056,117,3,1576.08,3,4,5,Loyal Customers
usr_027446,178,1,91.78,3,1,1,Promising/Active
usr_025912,177,1,101.37,3,1,1,Promising/Active
usr_004974,177,1,67.38,3,1,1,Promising/Active
usr_026403,177,2,1766.45,3,3,5,Loyal Customers
usr_014063,127,2,1289.53,3,3,4,Loyal Customers
usr_031168,177,1,361.5,3,1,2,Promising/Active
usr_020642,58,3,282.31,4,4,2,Promising/Active
usr_028896,177,1,389.6,3,1,3,Promising/Active
usr_001108,24,5,3873.24,5,5,5,Champions
usr_026519,177,1,51.62,3,1,1,Promising/Active
usr_021631,158,2,1220.61,3,3,4,Loyal Customers
usr_020661,12,2,512.18,5,3,3,Loyal Customers
usr_019308,140,2,165.29,3,3,2,Promising/Active
usr_007764,177,1,125.16,3,1,1,Promising/Active
usr_005739,177,1,167.04,3,1,2,Promising/Active
usr_020088,177,1,27.58,3,1,1,Promising/Active
usr_028210,177,1,1221.41,3,1,4,Promising/Active
usr_023878,177,1,991.18,3,1,4,Promising/Active
usr_014885,177,1,185.6,3,1,2,Promising/Active
usr_011387,144,2,409.47,3,3,3,Loyal Customers
usr_002241,108,4,908.6,3,5,4,Loyal Customers
usr_022951,177,1,77.21,3,1,1,Promising/Active
usr_013829,177,1,1036.53,3,1,4,Promising/Active
usr_010886,177,1,26.04,3,1,1,Promising/Active
usr_024903,177,1,114.29,3,1,1,Promising/Active
usr_025198,97,2,481.98,4,3,3,Loyal Customers
usr_032652,176,1,95.56,3,1,1,Promising/Active
usr_002614,7,3,1171.72,5,4,4,Champions
usr_015065,176,1,36.99,3,1,1,Promising/Active
usr_036443,176,1,29.11,3,1,1,Promising/Active
usr_010730,0,3,413.89,5,4,3,Loyal Customers
usr_007703,176,1,470.96,3,1,3,Promising/Active
usr_009211,40,4,676.41,4,5,3,Loyal Customers
usr_008699,25,2,600.79,5,3,3,Loyal Customers
usr_038544,176,1,97.59,3,1,1,Promising/Active
usr_025896,176,1,981.97,3,1,4,Promising/Active
usr_036852,142,2,1490.17,3,3,5,Loyal Customers
usr_016771,176,1,1091.08,3,1,4,Promising/Active
usr_002669,43,2,1492.5,4,3,5,Loyal Customers
usr_008290,176,1,160.21,3,1,2,Promising/Active
usr_010506,15,3,3201.74,5,4,5,Champions
usr_024519,176,1,1091.08,3,1,4,Promising/Active
usr_026633,176,1,51.38,3,1,1,Promising/Active
usr_013331,176,1,75.16,3,1,1,Promising/Active
usr_024665,176,1,279.99,3,1,2,Promising/Active
usr_002403,101,2,943.36,3,3,4,Loyal Customers
usr_028384,176,1,118.02,3,1,1,Promising/Active
usr_037852,16,2,138.75,5,3,2,Promising/Active
usr_010782,176,1,39.57,3,1,1,Promising/Active
usr_032874,176,1,62.26,3,1,1,Promising/Active
usr_011351,108,2,428.51,3,3,3,Loyal Customers
usr_019755,176,1,967.04,3,1,4,Promising/Active
usr_023574,175,1,58.86,3,1,1,Promising/Active
usr_034824,175,1,37.01,3,1,1,Promising/Active
usr_010263,175,1,267.09,3,1,2,Promising/Active
usr_027337,168,2,299.78,3,3,2,Promising/Active
usr_019870,175,1,17.93,3,1,1,Promising/Active
usr_036926,175,1,1774.51,3,1,5,Promising/Active
usr_017758,42,3,645.92,4,4,3,Loyal Customers
usr_019617,175,1,853.6,3,1,4,Promising/Active
usr_016941,175,1,552.19,3,1,3,Promising/Active
usr_012506,175,1,553.75,3,1,3,Promising/Active
usr_018956,25,3,1686.62,5,4,5,Champions
usr_010493,75,2,281.45,4,3,2,Promising/Active
usr_011823,175,1,82.28,3,1,1,Promising/Active
usr_013268,175,1,61.62,3,1,1,Promising/Active
usr_035387,175,1,327.48,3,1,2,Promising/Active
usr_013704,174,2,240.85,3,3,2,Promising/Active
usr_005414,81,2,1804.41,4,3,5,Loyal Customers
usr_010778,175,1,280.48,3,1,2,Promising/Active
usr_005005,32,3,2435.38,4,4,5,Champions
usr_010541,68,2,1481.73,4,3,5,Loyal Customers
usr_006414,170,2,315.67,3,3,2,Promising/Active
usr_012688,96,2,1041.24,4,3,4,Loyal Customers
usr_021996,35,2,3833.82,4,3,5,Loyal Customers
usr_034412,150,2,75.82,3,3,1,Promising/Active
usr_036960,174,1,44.16,3,1,1,Promising/Active
usr_026215,174,1,69.26,3,1,1,Promising/Active
usr_022163,174,1,185.6,3,1,2,Promising/Active
usr_033586,174,1,55.92,3,1,1,Promising/Active
usr_025260,19,2,1194.62,5,3,4,Loyal Customers
usr_013185,174,1,59.06,3,1,1,Promising/Active
usr_033182,174,1,16.95,3,1,1,Promising/Active
usr_012108,174,1,120.08,3,1,1,Promising/Active
usr_022308,174,1,21.55,3,1,1,Promising/Active
usr_032452,174,1,30.64,3,1,1,Promising/Active
usr_034991,33,2,88.67,4,3,1,Promising/Active
usr_034482,174,1,159.57,3,1,2,Promising/Active
usr_014996,16,2,122.78,5,3,1,Promising/Active
usr_005608,173,1,1051.37,3,1,4,Promising/Active
usr_037797,173,1,82.26,3,1,1,Promising/Active
usr_007359,10,4,2568.32,5,5,5,Champions
usr_028613,173,1,229.93,3,1,2,Promising/Active
usr_007334,19,3,3055.03,5,4,5,Champions
usr_003597,93,3,1433.05,4,4,4,Champions
usr_005399,173,1,26.01,3,1,1,Promising/Active
usr_015493,173,1,606.72,3,1,3,Promising/Active
usr_022066,173,1,84.66,3,1,1,Promising/Active
usr_016791,173,1,56.18,3,1,1,Promising/Active
usr_021447,19,2,204.32,5,3,2,Promising/Active
usr_018357,173,1,42.91,3,1,1,Promising/Active
usr_032814,173,1,47.24,3,1,1,Promising/Active
usr_036196,173,1,492.99,3,1,3,Promising/Active
usr_015365,173,1,67.43,3,1,1,Promising/Active
usr_031160,41,2,1779.09,4,3,5,Loyal Customers
usr_018649,114,2,65.5,3,3,1,Promising/Active
usr_037004,173,1,1066.59,3,1,4,Promising/Active
usr_003419,6,3,575.44,5,4,3,Loyal Customers
usr_031622,173,1,386.67,3,1,3,Promising/Active
usr_012205,173,1,82.35,3,1,1,Promising/Active
usr_020379,173,1,92.63,3,1,1,Promising/Active
usr_021450,173,1,76.19,3,1,1,Promising/Active
usr_016991,173,1,185.6,3,1,2,Promising/Active
usr_032779,173,1,75.43,3,1,1,Promising/Active
usr_003364,139,2,899.14,3,3,4,Loyal Customers
usr_011019,84,2,1208.97,4,3,4,Loyal Customers
usr_030858,54,2,1276.68,4,3,4,Loyal Customers
usr_032337,173,1,300.1,3,1,2,Promising/Active
usr_022139,173,1,25.35,3,1,1,Promising/Active
usr_029274,173,1,43.67,3,1,1,Promising/Active
usr_038346,173,1,3273.24,3,1,5,Promising/Active
usr_038485,3,3,256.97,5,4,2,Promising/Active
usr_035223,173,1,93.09,3,1,1,Promising/Active
usr_008658,173,1,41.7,3,1,1,Promising/Active
usr_020046,132,2,260.02,3,3,2,Promising/Active
usr_035035,173,1,77.59,3,1,1,Promising/Active
usr_009084,17,2,405.89,5,3,3,Loyal Customers
usr_036237,173,1,95.38,3,1,1,Promising/Active
usr_026225,173,1,1091.08,3,1,4,Promising/Active
usr_000947,6,5,1716.62,5,5,5,Champions
usr_032938,173,1,40.56,3,1,1,Promising/Active
usr_038162,173,1,55.02,3,1,1,Promising/Active
usr_005878,172,1,627.72,3,1,3,Promising/Active
usr_028555,57,2,3933.99,4,3,5,Loyal Customers
usr_004073,172,1,51.78,3,1,1,Promising/Active
usr_027172,39,2,999.85,4,3,4,Loyal Customers
usr_021421,172,1,473.61,3,1,3,Promising/Active
usr_019881,144,2,83.27,3,3,1,Promising/Active
usr_015280,172,1,268.65,3,1,2,Promising/Active
usr_006945,23,6,2846.31,5,5,5,Champions
usr_017985,172,1,40.56,3,1,1,Promising/Active
usr_016122,172,1,57.9,3,1,1,Promising/Active
usr_002094,4,5,2149.83,5,5,5,Champions
usr_033778,172,1,591.36,3,1,3,Promising/Active
usr_013094,172,1,232.6,3,1,2,Promising/Active
usr_022406,141,2,517.12,3,3,3,Loyal Customers
usr_021268,172,1,36.5,3,1,1,Promising/Active
usr_014580,172,1,26.04,3,1,1,Promising/Active
usr_036028,172,1,1091.08,3,1,4,Promising/Active
usr_014820,31,2,366.07,4,3,3,Loyal Customers
usr_026937,172,1,967.04,3,1,4,Promising/Active
usr_021361,172,1,386.04,3,1,3,Promising/Active
usr_023826,172,1,79.08,3,1,1,Promising/Active
usr_004562,172,1,51.2,3,1,1,Promising/Active
usr_039358,172,1,1091.08,3,1,4,Promising/Active
usr_020748,172,1,1204.92,3,1,4,Promising/Active
usr_023831,172,1,36.47,3,1,1,Promising/Active
usr_010994,0,3,1952.22,5,4,5,Champions
usr_005757,16,3,1342.44,5,4,4,Champions
usr_038250,14,3,1852.51,5,4,5,Champions
usr_006243,8,4,605.26,5,5,3,Loyal Customers
usr_006695,16,2,475.58,5,3,3,Loyal Customers
usr_020478,172,1,36.04,3,1,1,Promising/Active
usr_005376,172,1,270.61,3,1,2,Promising/Active
usr_007968,172,1,61.56,3,1,1,Promising/Active
usr_017201,172,1,447.14,3,1,3,Promising/Active
usr_008196,86,2,602.79,4,3,3,Loyal Customers
usr_034050,172,1,161.65,3,1,2,Promising/Active
usr_039146,172,1,167.04,3,1,2,Promising/Active
usr_013893,152,2,1889.74,3,3,5,Loyal Customers
usr_008039,172,1,86.61,3,1,1,Promising/Active
usr_012812,172,1,413.3,3,1,3,Promising/Active
usr_030620,172,1,1091.08,3,1,4,Promising/Active
usr_031674,172,1,325.48,3,1,2,Promising/Active
usr_038020,172,1,386.04,3,1,3,Promising/Active
usr_031658,171,1,210.02,3,1,2,Promising/Active
usr_033343,110,2,823.78,3,3,4,Loyal Customers
usr_039254,171,1,86.92,3,1,1,Promising/Active
usr_037522,171,1,162.22,3,1,2,Promising/Active
usr_022858,171,1,527.96,3,1,3,Promising/Active
usr_009359,171,1,369.77,3,1,3,Promising/Active
usr_027272,171,1,95.85,3,1,1,Promising/Active
usr_003726,120,2,1523.94,3,3,5,Loyal Customers
usr_006138,171,1,63.95,3,1,1,Promising/Active
usr_003030,151,2,158.07,3,3,2,Promising/Active
usr_018376,40,2,204.7,4,3,2,Promising/Active
usr_026457,171,1,365.9,3,1,3,Promising/Active
usr_003159,171,1,214.86,3,1,2,Promising/Active
usr_006626,26,2,1057.58,5,3,4,Loyal Customers
usr_030079,171,1,165.56,3,1,2,Promising/Active
usr_026744,171,1,831.89,3,1,4,Promising/Active
usr_012355,81,2,106.62,4,3,1,Promising/Active
usr_036397,148,2,145.61,3,3,2,Promising/Active
usr_019903,90,2,93.71,4,3,1,Promising/Active
usr_013611,69,2,1324.05,4,3,4,Loyal Customers
usr_029410,171,1,1091.08,3,1,4,Promising/Active
usr_021549,171,1,320.24,3,1,2,Promising/Active
usr_023207,171,1,76.19,3,1,1,Promising/Active
usr_019439,171,1,117.05,3,1,1,Promising/Active
usr_030704,24,2,1145.24,5,3,4,Loyal Customers
usr_035075,171,1,71.23,3,1,1,Promising/Active
usr_038948,16,2,386.77,5,3,3,Loyal Customers
usr_009977,171,1,592.21,3,1,3,Promising/Active
usr_017352,171,1,42.27,3,1,1,Promising/Active
usr_010688,171,1,81.47,3,1,1,Promising/Active
usr_020733,171,1,148.56,3,1,2,Promising/Active
usr_013035,171,1,64.86,3,1,1,Promising/Active
usr_039562,171,1,1091.08,3,1,4,Promising/Active
usr_023199,171,1,125.3,3,1,1,Promising/Active
usr_036078,170,1,84.74,3,1,1,Promising/Active
usr_012599,170,1,253.51,3,1,2,Promising/Active
usr_029582,170,1,73.83,3,1,1,Promising/Active
usr_029492,170,1,251.21,3,1,2,Promising/Active
usr_031878,170,1,14.34,3,1,1,Promising/Active
usr_007116,170,1,57.26,3,1,1,Promising/Active
usr_005238,19,3,339.99,5,4,2,Promising/Active
usr_033323,170,1,45.71,3,1,1,Promising/Active
usr_037692,170,1,1209.27,3,1,4,Promising/Active
usr_019072,170,1,16.39,3,1,1,Promising/Active
usr_036640,170,1,27.35,3,1,1,Promising/Active
usr_019419,20,2,233.0,5,3,2,Promising/Active
usr_038638,170,1,103.43,3,1,1,Promising/Active
usr_013521,34,2,195.5,4,3,2,Promising/Active
usr_024135,170,1,224.38,3,1,2,Promising/Active
usr_030788,81,2,351.09,4,3,2,Promising/Active
usr_004779,151,2,1092.05,3,3,4,Loyal Customers
usr_004819,170,1,30.64,3,1,1,Promising/Active
usr_035562,80,2,1222.13,4,3,4,Loyal Customers
usr_014197,170,1,97.5,3,1,1,Promising/Active
usr_012224,107,2,398.36,3,3,3,Loyal Customers
usr_026241,170,1,87.75,3,1,1,Promising/Active
usr_036942,169,1,25.35,3,1,1,Promising/Active
usr_017897,169,1,62.26,3,1,1,Promising/Active
usr_018889,169,1,386.17,3,1,3,Promising/Active
usr_006493,169,1,185.6,3,1,2,Promising/Active
usr_025799,124,2,712.04,3,3,3,Loyal Customers
usr_021920,38,2,635.99,4,3,3,Loyal Customers
usr_008395,81,2,536.27,4,3,3,Loyal Customers
usr_021761,169,1,591.36,3,1,3,Promising/Active
usr_004352,169,1,1091.08,3,1,4,Promising/Active
usr_014757,169,1,41.65,3,1,1,Promising/Active
usr_020897,45,2,1551.16,4,3,5,Loyal Customers
usr_013083,169,1,67.22,3,1,1,Promising/Active
usr_028010,168,1,327.96,3,1,2,Promising/Active
usr_029817,168,1,146.89,3,1,2,Promising/Active
usr_034756,10,3,624.57,5,4,3,Loyal Customers
usr_019349,168,1,30.11,3,1,1,Promising/Active
usr_039754,168,1,176.32,3,1,2,Promising/Active
usr_023965,168,1,71.63,3,1,1,Promising/Active
usr_012625,168,1,1036.53,3,1,4,Promising/Active
usr_010872,168,1,472.39,3,1,3,Promising/Active
usr_031238,168,1,140.32,3,1,2,Promising/Active
usr_019231,168,1,95.91,3,1,1,Promising/Active
usr_003472,99,2,1225.08,3,3,4,Loyal Customers
usr_013801,168,1,151.68,3,1,2,Promising/Active
usr_017328,168,1,109.85,3,1,1,Promising/Active
usr_028635,52,2,52.3,4,3,1,Promising/Active
usr_020411,168,1,68.02,3,1,1,Promising/Active
usr_017456,168,1,389.6,3,1,3,Promising/Active
usr_027557,168,1,1036.53,3,1,4,Promising/Active
usr_033689,30,3,964.46,4,4,4,Champions
usr_029716,168,1,121.88,3,1,1,Promising/Active
usr_017060,168,1,83.72,3,1,1,Promising/Active
usr_034315,24,2,227.82,5,3,2,Promising/Active
usr_024642,168,1,185.6,3,1,2,Promising/Active
usr_018855,168,1,816.93,3,1,3,Promising/Active
usr_009463,168,1,514.54,3,1,3,Promising/Active
usr_007010,11,3,741.38,5,4,3,Loyal Customers
usr_025961,168,1,277.8,3,1,2,Promising/Active
usr_019643,168,1,247.35,3,1,2,Promising/Active
usr_012891,167,1,702.9,3,1,3,Promising/Active
usr_033786,167,1,890.17,3,1,4,Promising/Active
usr_008456,42,2,2040.8,4,3,5,Loyal Customers
usr_014962,167,1,272.2,3,1,2,Promising/Active
usr_003965,167,1,159.49,3,1,2,Promising/Active
usr_009666,167,1,891.28,3,1,4,Promising/Active
usr_016717,167,1,162.22,3,1,2,Promising/Active
usr_021439,65,2,254.95,4,3,2,Promising/Active
usr_005247,167,1,171.28,3,1,2,Promising/Active
usr_038370,167,1,372.17,3,1,3,Promising/Active
usr_012208,28,2,2175.32,5,3,5,Loyal Customers
usr_022820,10,2,649.97,5,3,3,Loyal Customers
usr_039577,167,1,120.26,3,1,1,Promising/Active
usr_014218,167,1,14.67,3,1,1,Promising/Active
usr_024798,167,1,157.92,3,1,2,Promising/Active
usr_016994,51,3,1522.19,4,4,5,Champions
usr_013173,32,2,1190.16,4,3,4,Loyal Customers
usr_010585,24,2,519.87,5,3,3,Loyal Customers
usr_015794,167,1,185.6,3,1,2,Promising/Active
usr_021248,167,1,149.84,3,1,2,Promising/Active
usr_021875,167,1,64.86,3,1,1,Promising/Active
usr_011528,87,2,1257.08,4,3,4,Loyal Customers
usr_010142,65,2,76.44,4,3,1,Promising/Active
usr_003720,79,3,753.14,4,4,3,Loyal Customers
usr_018288,166,1,561.79,3,1,3,Promising/Active
usr_010462,166,1,600.15,3,1,3,Promising/Active
usr_010304,166,1,115.52,3,1,1,Promising/Active
usr_032728,144,2,1121.57,3,3,4,Loyal Customers
usr_005157,7,4,3410.31,5,5,5,Champions
usr_009986,25,3,470.83,5,4,3,Loyal Customers
usr_008498,98,2,1180.25,3,3,4,Loyal Customers
usr_011113,41,2,178.81,4,3,2,Promising/Active
usr_026460,3,2,71.93,5,3,1,Promising/Active
usr_025877,166,1,118.53,3,1,1,Promising/Active
usr_029858,166,1,120.26,3,1,1,Promising/Active
usr_005584,166,1,793.19,3,1,3,Promising/Active
usr_006506,5,3,1004.23,5,4,4,Champions
usr_003442,129,2,1173.38,3,3,4,Loyal Customers
usr_026118,59,3,1070.2,4,4,4,Champions
usr_006833,166,1,53.81,3,1,1,Promising/Active
usr_035944,166,1,1091.08,3,1,4,Promising/Active
usr_027260,166,1,46.33,3,1,1,Promising/Active
usr_024091,166,1,68.85,3,1,1,Promising/Active
usr_036409,97,2,86.49,4,3,1,Promising/Active
usr_023554,166,1,342.86,3,1,2,Promising/Active
usr_018263,166,1,661.84,3,1,3,Promising/Active
usr_034924,166,1,176.32,3,1,2,Promising/Active
usr_011593,39,2,161.48,4,3,2,Promising/Active
usr_003763,35,3,1455.08,4,4,5,Champions
usr_013262,30,2,472.93,4,3,3,Loyal Customers
usr_016368,166,1,81.0,3,1,1,Promising/Active
usr_021101,166,1,780.01,3,1,3,Promising/Active
usr_015937,166,1,161.65,3,1,2,Promising/Active
usr_006321,34,2,426.09,4,3,3,Loyal Customers
usr_018816,29,2,167.93,4,3,2,Promising/Active
usr_010187,60,2,159.5,4,3,2,Promising/Active
usr_023919,166,1,115.79,3,1,1,Promising/Active
usr_036420,99,2,465.12,3,3,3,Loyal Customers
usr_032327,165,1,637.29,3,1,3,Promising/Active
usr_031523,165,1,44.2,3,1,1,Promising/Active
usr_018049,165,1,1091.08,3,1,4,Promising/Active
usr_027799,165,1,162.22,3,1,2,Promising/Active
usr_015602,165,1,16.69,3,1,1,Promising/Active
usr_009136,165,1,872.86,3,1,4,Promising/Active
usr_009583,165,1,108.23,3,1,1,Promising/Active
usr_021233,165,1,91.5,3,1,1,Promising/Active
usr_011122,123,2,315.52,3,3,2,Promising/Active
usr_021193,142,2,148.09,3,3,2,Promising/Active
usr_038762,151,2,806.63,3,3,3,Loyal Customers
usr_013600,35,2,255.62,4,3,2,Promising/Active
usr_025883,11,3,275.27,5,4,2,Promising/Active
usr_006993,129,2,3382.54,3,3,5,Loyal Customers
usr_019710,165,1,113.64,3,1,1,Promising/Active
usr_014406,21,2,788.15,5,3,3,Loyal Customers
usr_029618,165,1,121.05,3,1,1,Promising/Active
usr_035482,165,1,246.6,3,1,2,Promising/Active
usr_032602,165,1,523.46,3,1,3,Promising/Active
usr_022535,27,2,281.9,5,3,2,Promising/Active
usr_019209,158,2,524.02,3,3,3,Loyal Customers
usr_008118,3,3,997.19,5,4,4,Champions
usr_010395,165,1,30.64,3,1,1,Promising/Active
usr_011329,165,1,2275.22,3,1,5,Promising/Active
usr_002567,25,2,353.51,5,3,2,Promising/Active
usr_019416,165,1,36.87,3,1,1,Promising/Active
usr_034098,165,1,114.74,3,1,1,Promising/Active
usr_009532,165,1,1087.61,3,1,4,Promising/Active
usr_038089,165,1,107.07,3,1,1,Promising/Active
usr_026425,165,1,96.08,3,1,1,Promising/Active
usr_010232,165,1,343.76,3,1,2,Promising/Active
usr_015706,165,1,473.09,3,1,3,Promising/Active
usr_014491,165,1,419.01,3,1,3,Promising/Active
usr_035415,164,1,221.94,3,1,2,Promising/Active
usr_036740,164,1,644.97,3,1,3,Promising/Active
usr_007080,164,1,1757.8,3,1,5,Promising/Active
usr_033682,164,1,288.39,3,1,2,Promising/Active
usr_028546,164,1,114.17,3,1,1,Promising/Active
usr_014880,164,1,1091.08,3,1,4,Promising/Active
usr_016170,164,1,180.74,3,1,2,Promising/Active
usr_021161,164,1,457.51,3,1,3,Promising/Active
usr_014934,164,1,29.79,3,1,1,Promising/Active
usr_027775,164,1,132.2,3,1,2,Promising/Active
usr_009078,25,2,276.57,5,3,2,Promising/Active
usr_023233,24,4,1291.54,5,5,4,Champions
usr_029457,97,2,1992.1,4,3,5,Loyal Customers
